elevation[meters], WeatherDataValidUntil, temperature[°F], temperatureTrend, windDirection, windSpeed, shortForecast
39.9288, 2019-05-26T18:00:00-04:00, 86, None, W, 8 to 14 mph, Mostly Sunny
47.8536, 2019-05-26T18:00:00-07:00, 62, None, W, 12 to 21 mph, Showers And Thunderstorms Likely
6.096, 2019-05-26T18:00:00-04:00, 87, None, E, 14 mph, Mostly Sunny
209.0928, 2019-05-26T18:00:00-05:00, 77, None, W, 5 mph, Rain Showers Likely then Slight Chance Showers And Thunderstorms
60.0456, 2019-05-26T18:00:00-07:00, 67, falling, NW, 9 to 15 mph, Slight Chance Rain Showers
32.9184, 2019-05-26T18:00:00-07:00, 60, None, W, 5 to 15 mph, Rain Showers Likely
1766.0112000000001, 2019-05-26T18:00:00-06:00, 78, falling, SSE, 5 to 16 mph, Mostly Sunny then Slight Chance Showers And Thunderstorms
56.083200000000005, 2019-05-26T18:00:00-04:00, 96, None, E, 7 mph, Sunny
121.0056, 2019-05-26T18:00:00-07:00, 71, None, NNW, 3 to 10 mph, Chance Rain Showers then Slight Chance Showers And Thunderstorms
0.9144000000000001, 2019-05-26T18:00:00-07:00, 60, None, W, 10 to 18 mph, Chance Showers And Thunderstorms
997.9152, 2019-05-26T18:00:00-06:00, 70, None, NE, 8 to 16 mph, Partly Sunny then Scattered Severe T-storms
29.8704, 2019-05-26T18:00:00-07:00, 62, None, WSW, 5 to 15 mph, Rain Showers Likely
213.0552, 2019-05-26T18:00:00-05:00, 87, None, S, 10 to 15 mph, Slight Chance Showers And Thunderstorms
319.1256, 2019-05-26T18:00:00-04:00, 95, None, W, 5 to 10 mph, Sunny
235.9152, 2019-05-26T18:00:00-07:00, 59, None, SW, 5 to 10 mph, Rain Showers
60.96, 2019-05-26T18:00:00-07:00, 73, None, N, 3 to 10 mph, Mostly Sunny
91.1352, 2019-05-26T18:00:00-04:00, 85, None, W, 8 to 13 mph, Mostly Sunny
74.9808, 2019-05-26T18:00:00-07:00, 60, None, W, 5 to 15 mph, Rain Showers
1633.1184, 2019-05-26T18:00:00-06:00, 77, falling, ENE, 3 to 8 mph, Mostly Sunny then Chance Showers And Thunderstorms
1476.1464, 2019-05-26T18:00:00-06:00, 78, falling, ESE, 5 to 12 mph, Mostly Sunny then Chance Showers And Thunderstorms
60.0456, 2019-05-26T18:00:00-07:00, 57, None, WNW, 18 to 25 mph, Chance Showers And Thunderstorms
790.0416, 2019-05-26T18:00:00-06:00, 72, None, SE, 6 to 9 mph, Showers And Thunderstorms Likely
138.9888, 2019-05-26T18:00:00-05:00, 90, None, S, 15 mph, Partly Sunny
3.048, 2019-05-26T18:00:00-04:00, 87, None, E, 14 mph, Mostly Sunny
132.8928, 2019-05-26T18:00:00-07:00, 60, None, SW, 5 to 10 mph, Rain Showers
7.010400000000001, 2019-05-26T18:00:00-05:00, 87, falling, SE, 5 to 15 mph, Mostly Sunny
164.8968, 2019-05-26T18:00:00-05:00, 89, None, S, 10 mph, Mostly Sunny
29.8704, 2019-05-26T18:00:00-07:00, 62, None, SW, 5 to 10 mph, Rain Showers
10.972800000000001, 2019-05-26T18:00:00-07:00, 60, falling, WNW, 15 to 18 mph, Showers And Thunderstorms Likely
177.08880000000002, 2019-05-26T18:00:00-05:00, 69, falling, NE, 7 mph, Mostly Sunny
295.0464, 2019-05-26T18:00:00-05:00, 86, None, S, 17 mph, Partly Sunny
1360.0176000000001, 2019-05-26T18:00:00-07:00, 56, None, W, 5 to 15 mph, Showers And Thunderstorms Likely
29.8704, 2019-05-26T18:00:00-04:00, 88, None, W, 12 mph, Mostly Sunny then Chance Showers And Thunderstorms
177.08880000000002, 2019-05-26T18:00:00-07:00, 60, None, SSW, 5 to 10 mph, Rain Showers
381, 2019-05-26T18:00:00-07:00, 57, None, SW, 5 to 10 mph, Rain Showers
199.9488, 2019-05-26T18:00:00-05:00, 90, None, S, 15 mph, Partly Sunny
153.924, 2019-05-26T18:00:00-07:00, 60, None, SW, 5 to 10 mph, Rain Showers
1204.8744000000002, 2019-05-26T18:00:00-06:00, 90, None, SW, 8 to 32 mph, Sunny then Areas Of Blowing Dust
60.96, 2019-05-26T18:00:00-07:00, 70, falling, N, 8 mph, Slight Chance Rain Showers
196.9008, 2019-05-26T18:00:00-05:00, 76, None, N, 5 mph, Scattered Rain Showers then Mostly Cloudy
0, 2019-05-26T18:00:00-04:00, 73, None, W, 5 to 10 mph, Chance Showers And Thunderstorms
121.0056, 2019-05-26T18:00:00-07:00, 60, None, SW, 5 to 10 mph, Rain Showers
84.12480000000001, 2019-05-26T18:00:00-05:00, 97, None, W, 0 to 5 mph, Sunny
174.04080000000002, 2019-05-26T18:00:00+00:00, 65, falling, ESE, 5 mph, Chance Showers And Thunderstorms
22.86, 2019-05-26T18:00:00-04:00, 89, None, W, 10 mph, Mostly Sunny then Chance Showers And Thunderstorms
15.8496, 2019-05-26T18:00:00-04:00, 91, None, W, 10 mph, Mostly Sunny then Chance Showers And Thunderstorms
563.88, 2019-05-26T18:00:00-05:00, 88, None, S, 15 to 20 mph, Mostly Cloudy
202.9968, 2019-05-26T18:00:00-05:00, 68, None, NE, 5 to 10 mph, Partly Sunny
59.1312, 2019-05-26T18:00:00-07:00, 64, None, SW, 9 to 21 mph, Chance Rain Showers
